FG416,劍蘭,４４３６號
FG417,劍蘭,法都
FG501,劍蘭,６１０號
FG600,劍蘭,白
FG601,劍蘭,大白
FG602,劍蘭,阿姆斯特丹
FG603,劍蘭,白紅心
FG700,劍蘭,紫
FG701,劍蘭,深紫
FG702,劍蘭,淺紫
FG703,劍蘭,深絨紫
FG704,劍蘭,黑紫
FG705,劍蘭,紫藍
FG706,劍蘭,紫白心
FH000,其它花卉,
FH002,拍賣花朵,
FH003,柔麗絲,
FH004,八卦草(黃河),
FH005,金鎚花,
FH006,黃梔花,
FH007,松蟲草,
FH048,連翹,
FH050,水仙百合,混色
FH051,水仙百合,紅
FH052,水仙百合,橙
FH053,水仙百合,黃
FH054,水仙百合,粉
FH056,水仙百合,白
FH057,水仙百合,紫
FH061,水仙百合,紫紅
FH062,水仙百合,雙色
FH063,水仙百合,白帶紅
FH071,石蒜,紅花
FH072,石蒜,金花
FH074,石蒜,粉花
FH080,萱草,
FH090,針墊花,
FH101,天堂鳥,
FH111,小天堂鳥,紅
FH112,小天堂鳥,桔帶紅
FH113,小天堂鳥,黃
FH114,小天堂鳥,粉紅
FH120,羽毛花,
FH123,黃金鳥,
FH124,翡翠鳥,
FH125,翠珠花,
FH128,十日垂蕉,
FH129,錦鳳垂蕉,
FH130,文珠蘭,
FH131,鶴焦,
FH132,小鶴蕉,
FH133,鶴蕉紅美人,
FH134,紅娘垂蕉,
FH135,垂焦,
FH136,白蓮蕉,
FH137,觀音蓮,
FH138,美人蕉,
FH139,石玫瑰,
FH140,薑荷花,
FH145,金盞花,
FH152,野薑花,橙
FH156,野薑花,白
FH158,紅薑花,
FH159,球薑花,
FH164,火炬花,
FH170,狐尾百合,
FH180,宮燈百合,
FH185,嘉蘭<火焰百合>,
FH190,鳴子百合,
FH195,玉蘭花,
FH201,貓柳,直支
FH202,珍珠柳,直支
FH203,貓柳,開叉
FH204,珍珠柳,開叉
FH210,夕霧草,
FH215,段菊,
FH220,羽扇豆,
FH225,帝王花,
FH230,夜來香,
FH231,夜來香,單瓣
FH232,夜來香,重瓣
FH240,麥桿菊,
FH245,初雪草,
FH251,秀線,
FH256,白秀線,
FH260,丹頂(蔥花),
FH270,千日紅,
FH280,古代稀,
FH293,向日葵,單瓣
FH294,向日葵,重瓣
FH295,向日葵,金色陽光
FH296,向日葵,金鑽
FH297,向日葵,達冠七號
FH298,向日葵,太陽神
FH301,波斯菊,
FH302,矢車菊,
FH303,琉璃菊,
FH304,鱗托菊,
FH305,白友禪菊,
FH306,白日草,
FH307,瓜葉菊,
FH308,白藍菊,
FH309,牡丹花,
FH310,大理花,混色
FH311,大理花,紅色
FH313,大理花,黃色
FH314,大理花,粉色
FH317,大理花,紫色
FH318,大理花,雙色
FH320,薊花(紅花),
FH330,雞冠花,
FH331,雞冠花,清紅
FH332,雞冠花,暗紅
FH333,雞冠花,黃
FH334,雞冠花,綠
FH335,槍型雞冠花,
FH336,垂雞冠,
FH337,雞冠花,紫紅
FH338,雞冠花,黃綠
FH339,雞冠花,粉
FH340,火焰雞冠花,
FH341,火焰雞冠花,紅
FH342,火焰雞冠花,橘
FH343,火焰雞冠花,黃
FH344,火焰雞冠花,粉
FH350,夢幻草,
FH355,鳳梨花,
FH356,觀果鳳梨花,
FH357,觀花鳳梨花,
FH358,珊瑚鳳梨,
FH360,金魚草,混色
FH361,金魚草,紅色
FH363,金魚草,黃色
FH364,金魚草,粉色
FH366,金魚草,白色
FH368,金魚草,雙色
FH370,千鳥草,
FH375,大飛燕草,
FH376,小飛燕草,
FH380,鳳尾草,
FH381,麒麟草,
FH390,泡盛草,
FH395,虎尾花,
FH410,愛麗絲,混色
FH413,愛麗絲,黃色
FH416,愛麗絲,白色
FH417,愛麗絲,淺藍色
FH418,愛麗絲,深藍色
FH420,孤挺花,
FH421,桃樂西孤挺花,
FH434,鬱金,粉
FH440,小蒼蘭,混色
FH441,小蒼蘭,紅色
FH442,小蒼蘭,橙色
FH443,小蒼蘭,黃色
FH444,小蒼蘭,粉色
FH446,小蒼蘭,白色
FH447,小蒼蘭,紫色
FH450,紫羅蘭,單瓣
FH451,紫羅蘭,重瓣
FH452,紫羅蘭,重瓣桃紅
FH454,紫羅蘭,重瓣粉
FH456,紫羅蘭,重瓣白
FH457,紫羅蘭,重瓣淺紫
FH458,紫羅蘭,重瓣深紫
FH460,繡球花,
FH464,繡球花,粉
FH466,繡球花,白
FH467,繡球花,藍
FH468,繡球花,水藍
FH470,仙丹花,
FH480,龍膽,
FH485,風鈴花,
FH490,白頭翁,
FH495,陸蓮花,
FH496,陸蓮花,白
FH497,陸蓮花,紅
FH498,陸蓮花,黃
FH499,陸蓮花,粉
FH500,風信子,
FH521,迥香,黃
FH522,迥香,白
FH580,花菖蒲,
FH600,臘梅,
FH610,鬱金香,混色
